# Camino geométrico A*
0.750,0.750,0
0.850,0.750,0
0.950,0.750,0
1.050,0.750,0
1.150,0.750,0
1.250,0.750,0
1.350,0.750,0
1.450,0.750,0
1.550,0.750,0
1.650,0.750,0
1.750,0.750,0
1.850,0.750,0
1.950,0.750,0
2.050,0.750,0
2.150,0.750,0
2.250,0.750,0
2.350,0.750,0
2.450,0.750,0
2.550,0.750,0
2.550,0.750,90
2.550,0.850,90
2.550,0.950,90
2.550,1.050,90
2.550,1.150,90
2.550,1.250,90
2.550,1.350,90
2.550,1.450,90
2.550,1.550,90
2.550,1.650,90
2.550,1.750,90
2.550,1.850,90
2.550,1.950,90
2.550,2.050,90
2.550,2.150,90
2.550,2.250,90
2.550,2.350,90
2.550,2.450,90
2.550,2.550,90
2.550,2.650,90
2.550,2.750,90
2.550,2.850,90
2.550,2.950,90
2.550,3.050,90
2.550,3.150,90
2.550,3.250,90
2.550,3.350,90
2.550,3.450,90
2.550,3.550,90
2.550,3.650,90
2.550,3.750,90
2.550,3.850,90
2.550,3.950,90
2.550,4.050,90
2.550,4.150,90
2.550,4.250,90
2.550,4.250,0
2.650,4.250,0
2.750,4.250,0
2.850,4.250,0
2.950,4.250,0
3.050,4.250,0
3.150,4.250,0
3.250,4.250,0
3.250,4.250,90

# --- RESULTADOS FINALES ---
qf_teorica,3.250,4.250,90.0
qf_estimada,3.108,4.230,91.7
qact_real,3.108,4.218,90.0
