# Camino geométrico A*
3.250,0.750,180
3.150,0.750,180
3.050,0.750,180
2.950,0.750,180
2.850,0.750,180
2.750,0.750,180
2.650,0.750,180
2.550,0.750,180
2.450,0.750,180
2.350,0.750,180
2.250,0.750,180
2.150,0.750,180
2.050,0.750,180
2.050,0.750,90
2.050,0.850,90
2.050,0.950,90
2.050,1.050,90
2.050,1.150,90
2.050,1.250,90
2.050,1.350,90
2.050,1.450,90
2.050,1.550,90
2.050,1.650,90
2.050,1.750,90
2.050,1.850,90
2.050,1.950,90
2.050,2.050,90
2.050,2.150,90
2.050,2.250,90
2.050,2.350,90
2.050,2.450,90
2.050,2.550,90
2.050,2.650,90
2.050,2.750,90
2.050,2.850,90
2.050,2.950,90
2.050,3.050,90
2.050,3.150,90
2.050,3.250,90
2.050,3.350,90
2.050,3.450,90
2.050,3.550,90
2.050,3.650,90
2.050,3.750,90
2.050,3.850,90
2.050,3.950,90
2.050,4.050,90
2.050,4.150,90
2.050,4.250,90
2.050,4.250,0
2.150,4.250,0
2.250,4.250,0
2.350,4.250,0
2.450,4.250,0
2.550,4.250,0
2.650,4.250,0
2.750,4.250,0
2.850,4.250,0
2.950,4.250,0
3.050,4.250,0
3.150,4.250,0
3.250,4.250,0
3.250,4.250,90

# --- RESULTADOS FINALES ---
qf_teorica,3.250,4.250,90.0
qf_estimada,3.376,4.156,88.1
qact_real,3.375,4.143,90.0
